,T,normed_fluor
0,0.0,0.11434017740279082
1,0.05034246575342466,0.1109845963278279
2,0.10068493150684932,0.14961767727284442
3,0.15102739726027398,0.2242465985360731
4,0.20136986301369864,0.0917433818328696
5,0.2517123287671233,0.002356222575227728
6,0.30205479452054795,0.011786935194976072
7,0.3523972602739726,-0.031114118963671417
8,0.40273972602739727,-0.1076978574279538
9,0.45308219178082193,-0.20372883441850664
10,0.5034246575342466,-0.23280715599045854
11,0.5537671232876713,-0.2699759531423074
12,0.6041095890410959,-0.2937606709718686
13,0.6544520547945206,-0.30307847776654756
14,0.7047945205479452,-0.33798001287889595
15,0.7551369863013699,-0.3951141848617518
16,0.8054794520547945,-0.44048154122574373
17,0.8558219178082191,-0.4576985987124997
18,0.9061643835616439,-0.49367182460919573
19,0.9565068493150686,-0.5278275826590462
20,1.0068493150684932,-0.5786852549761167
21,1.057191780821918,-0.597137957803212
22,1.1075342465753426,-0.6335403588611805
23,1.1578767123287672,-0.6105223696905219
24,1.2082191780821918,-0.6373221220122153
25,1.2585616438356164,-0.6139328239941636
26,1.3089041095890412,-0.5404038615421777
27,1.3592465753424658,-0.5356995630192949
28,1.4095890410958904,-0.5068696675189979
29,1.459931506849315,-0.4314667011663761
30,1.5102739726027399,-0.4795075477446025
31,1.5606164383561645,-0.46243365949994486
32,1.610958904109589,-0.40614420267371987
33,1.6613013698630137,-0.4984675785132099
34,1.7116438356164383,-0.4520305267550041
35,1.7619863013698631,-0.44808264737533265
36,1.8123287671232877,-0.3808717552169192
37,1.8626712328767125,-0.3955664732920739
38,1.9130136986301371,-0.34739725661524135
39,1.963356164383562,-0.3050728702052545
40,2.0136986301369864,-0.1835837081929488
41,2.064041095890411,-0.2920689127034507
42,2.114383561643836,-0.2667881511210926
43,2.1647260273972604,-0.3206241094953316
44,2.215068493150685,-0.27520370901028357
45,2.2654109589041096,-0.24116202076308052
46,2.3157534246575344,-0.24465993966758595
47,2.3660958904109592,-0.28772195529702455
48,2.4164383561643836,-0.29265904933551434
49,2.4667808219178085,-0.3754951765014657
50,2.517123287671233,-0.3274446855375927
51,2.5674657534246577,-0.38752089399018685
52,2.6178082191780825,-0.4070208440724912
53,2.668150684931507,-0.4263609966615824
54,2.7184931506849317,-0.45485367122927167
55,2.7688356164383565,-0.49664794899371933
56,2.819178082191781,-0.5187956155010303
57,2.8695205479452057,-0.5253233680411601
58,2.91986301369863,-0.5497959966193398
59,2.970205479452055,-0.5558362088367842
60,3.0205479452054798,-0.5295492717794706
61,3.070890410958904,-0.5252101296510684
62,3.121232876712329,-0.48202124046562406
63,3.1715753424657533,-0.45423243976762345
64,3.221917808219178,-0.3914566347465445
65,3.272260273972603,-0.3931139725351548
66,3.3226027397260274,-0.40578004397430617
67,3.372945205479452,-0.335362393588407
68,3.4232876712328766,-0.43257464153815395
69,3.4736301369863014,-0.4244030200928169
70,3.5239726027397262,-0.43778327491734814
71,3.574315068493151,-0.40114608295363885
72,3.6246575342465754,-0.37716415406585635
73,3.6750000000000003,-0.3933085230731977
74,3.725342465753425,-0.35211851595426125
75,3.7756849315068495,-0.39636895269087324
76,3.8260273972602743,-0.3790635991906978
77,3.876369863013699,-0.34677502745852623
78,3.926712328767124,-0.36243584692344977
79,3.9770547945205488,-0.3874493925103933
80,4.027397260273973,-0.46723739496449407
81,4.0777397260273975,-0.4514502007910982
82,4.128082191780822,-0.4241047092678177
83,4.178424657534247,-0.44486175513439946
84,4.228767123287672,-0.4316715612201102
85,4.279109589041096,-0.4630921382440902
86,4.329452054794521,-0.4682434041569384
87,4.379794520547946,-0.4202243405876723
88,4.43013698630137,-0.39284193434691694
89,4.480479452054795,-0.35688899491658094
90,4.530821917808219,-0.34924116338135947
91,4.581164383561644,-0.35169632465845696
92,4.631506849315069,-0.34191143028996374
93,4.681849315068494,-0.35261570066259323
94,4.7321917808219185,-0.35023054432268896
95,4.782534246575342,-0.31654719488700944
96,4.832876712328767,-0.34841873008122237
97,4.883219178082192,-0.3454198249926715
98,4.933561643835617,-0.3787092511594418
99,4.983904109589042,-0.31801048098511026
100,5.034246575342466,-0.3065093848190604
101,5.0845890410958905,-0.22751039288035604
102,5.134931506849315,-0.1097572663285195
103,5.18527397260274,-0.16052730776221505
104,5.235616438356165,-0.19000869814118926
105,5.285958904109589,-0.15569729966090445
106,5.336301369863014,-0.14021606530802055
107,5.386643835616439,-0.05800698949160758
108,5.436986301369863,-0.15506925061629917
109,5.487328767123288,-0.1971066334120449
110,5.537671232876713,-0.2440062831162639
111,5.588013698630137,-0.04770961242375683
112,5.638356164383562,-0.1176270850161233
113,5.688698630136987,0.055726922483275106
114,5.7390410958904114,-0.09349799610597498
115,5.789383561643836,0.17219618176653936
116,5.83972602739726,0.013382914736972801
117,5.890068493150685,0.025539330279456134
118,5.94041095890411,0.15159577402545882
119,5.990753424657535,0.12500653536287856
120,6.0410958904109595,0.11898644332928306
121,6.0914383561643834,0.11895983812749941
122,6.141780821917808,0.03628799808256206
123,6.192123287671233,0.0748470833101178
