,index,n,r,CI95%,r2,adj_r2,p-val,BF10,power,X,Y,X_covars,Y_covars
286,pearson,11718,-0.032,[-0.05 -0.01],0.001,0.001,0.0005491703743779374,4.531,0.933,generationtime_m,division_ratios__f_n_m,['phi_m'],None
287,pearson,11718,-0.037,[-0.05 -0.02],0.001,0.001,7.018194481205716e-05,31.29,0.978,generationtime_m,division_ratios__f_n_m,['phi_m'],['length_birth_m']
288,pearson,11718,-0.045,[-0.06 -0.03],0.002,0.002,1.1427794332696872e-06,1596.281,0.998,generationtime_m,division_ratios__f_n_m,['phi_m'],['growth_length_m']
289,pearson,11718,-0.032,[-0.05 -0.01],0.001,0.001,0.00048393795237034186,5.098,0.937,generationtime_m,division_ratios__f_n_m,['phi_m'],['phi_m']
290,pearson,11718,-0.042,[-0.06 -0.02],0.002,0.002,6.054633183359155e-06,322.288,0.995,generationtime_m,division_ratios__f_n_m,['phi_m'],"['length_birth_m', 'growth_length_m']"
291,pearson,11718,-0.035,[-0.05 -0.02],0.001,0.001,0.00018668848202179646,12.437,0.962,generationtime_m,division_ratios__f_n_m,['phi_m'],"['length_birth_m', 'phi_m']"
292,pearson,11718,-0.028,[-0.05 -0.01],0.001,0.001,0.0020436110367297155,1.344,0.87,generationtime_m,division_ratios__f_n_m,['phi_m'],"['growth_length_m', 'phi_m']"
293,pearson,11718,-0.03,[-0.05 -0.01],0.001,0.001,0.0012150361788304477,2.169,0.899,generationtime_m,division_ratios__f_n_m,['phi_m'],"['length_birth_m', 'growth_length_m', 'phi_m']"
294,pearson,11718,-0.025,[-0.04 -0.01],0.001,0.0,0.007560236082508615,0.41,0.762,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'phi_m']"
295,pearson,11718,-0.004,[-0.02  0.01],0.0,-0.0,0.6984249201965829,0.012,0.067,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['growth_length_m', 'phi_m']"
296,pearson,11718,-0.024,[-0.04 -0.01],0.001,0.0,0.008931049609518234,0.353,0.744,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
297,pearson,11718,-0.117,[-0.13 -0.1 ],0.014,0.013,6.532937242999543e-37,1.096e+33,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']",None
298,pearson,11718,-0.118,[-0.14 -0.1 ],0.014,0.014,2.533201566577001e-37,2.81e+33,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']",['length_birth_m']
299,pearson,11718,-0.117,[-0.13 -0.1 ],0.014,0.013,6.419366052065821e-37,1.115e+33,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']",['growth_length_m']
300,pearson,11718,-0.004,[-0.02  0.01],0.0,-0.0,0.6617828159016005,0.013,0.072,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']",['phi_m']
301,pearson,11718,-0.118,[-0.14 -0.1 ],0.014,0.014,2.526390862792591e-37,2.817e+33,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m']"
302,pearson,11718,-0.025,[-0.04 -0.01],0.001,0.0,0.007560236082508615,0.41,0.762,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'phi_m']"
303,pearson,11718,-0.004,[-0.02  0.01],0.0,-0.0,0.6984249201965829,0.012,0.067,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['growth_length_m', 'phi_m']"
304,pearson,11718,-0.024,[-0.04 -0.01],0.001,0.0,0.008931049609518234,0.353,0.744,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
305,pearson,11718,-0.031,[-0.05 -0.01],0.001,0.001,0.0008646427270005202,2.972,0.915,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['growth_length_m', 'phi_m']"
306,pearson,11718,-0.03,[-0.05 -0.01],0.001,0.001,0.0011985750053975567,2.197,0.9,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
307,pearson,11718,-0.034,[-0.05 -0.02],0.001,0.001,0.00021509042937474843,10.888,0.959,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']",None
308,pearson,11718,-0.034,[-0.05 -0.02],0.001,0.001,0.00019762634245068316,11.789,0.961,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']",['length_birth_m']
309,pearson,11718,-0.047,[-0.07 -0.03],0.002,0.002,3.2111371274234816e-07,5425.39,0.999,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']",['growth_length_m']
310,pearson,11718,-0.035,[-0.05 -0.02],0.001,0.001,0.00018626444020807567,12.464,0.962,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']",['phi_m']
311,pearson,11718,-0.039,[-0.06 -0.02],0.002,0.001,1.928525368991405e-05,106.641,0.99,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['length_birth_m', 'growth_length_m']"
312,pearson,11718,-0.035,[-0.05 -0.02],0.001,0.001,0.0001833801482688416,12.648,0.963,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['length_birth_m', 'phi_m']"
313,pearson,11718,-0.031,[-0.05 -0.01],0.001,0.001,0.0008646427270005202,2.972,0.915,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['growth_length_m', 'phi_m']"
314,pearson,11718,-0.03,[-0.05 -0.01],0.001,0.001,0.0011985750053975567,2.197,0.9,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
315,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.528844345963456e-13,3.523e+09,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
316,pearson,11718,-0.063,[-0.08 -0.05],0.004,0.004,6.706057371354049e-12,1.961e+08,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']",None
317,pearson,11718,-0.07,[-0.09 -0.05],0.005,0.005,3.2398162488418574e-14,3.682e+10,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']",['length_birth_m']
318,pearson,11718,-0.063,[-0.08 -0.05],0.004,0.004,6.671434631942684e-12,1.971e+08,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']",['growth_length_m']
319,pearson,11718,-0.064,[-0.08 -0.05],0.004,0.004,4.1697402657528935e-12,3.124e+08,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']",['phi_m']
320,pearson,11718,-0.07,[-0.09 -0.05],0.005,0.005,3.3140631094060415e-14,3.601e+10,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']","['length_birth_m', 'growth_length_m']"
321,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.552532851486533e-13,3.5e+09,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']","['length_birth_m', 'phi_m']"
322,pearson,11718,-0.064,[-0.08 -0.05],0.004,0.004,4.167949065793159e-12,3.125e+08,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']","['growth_length_m', 'phi_m']"
323,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.528844345963456e-13,3.523e+09,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
324,pearson,11718,-0.067,[-0.08 -0.05],0.004,0.004,5.587466546111418e-13,2.244e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']",None
325,pearson,11718,-0.067,[-0.08 -0.05],0.004,0.004,4.1061912931885066e-13,3.036e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']",['length_birth_m']
326,pearson,11718,-0.067,[-0.08 -0.05],0.004,0.004,5.555693165269019e-13,2.256e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']",['growth_length_m']
327,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.310264908880266e-13,3.751e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']",['phi_m']
328,pearson,11718,-0.067,[-0.08 -0.05],0.004,0.004,4.102598969435197e-13,3.039e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']","['length_birth_m', 'growth_length_m']"
329,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.127475601034709e-13,3.967e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']","['length_birth_m', 'phi_m']"
330,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.3086982503737705e-13,3.753e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']","['growth_length_m', 'phi_m']"
331,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.1252092236172384e-13,3.969e+09,1.0,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
332,pearson,11718,-0.091,[-0.11 -0.07],0.008,0.008,7.666280712953798e-23,1.205e+19,1.0,generationtime_m,division_ratios__f_n_m,None,['length_birth_m']
333,pearson,11718,-0.134,[-0.15 -0.12],0.018,0.018,5.176761326836391e-48,1.204e+44,1.0,generationtime_m,division_ratios__f_n_m,None,['growth_length_m']
334,pearson,11718,-0.021,[-0.04 -0.  ],0.0,0.0,0.024796060106723868,0.144,0.612,generationtime_m,division_ratios__f_n_m,None,['phi_m']
335,pearson,11718,-0.094,[-0.11 -0.08],0.009,0.009,3.3547862955798715e-24,2.67e+20,1.0,generationtime_m,division_ratios__f_n_m,None,"['length_birth_m', 'growth_length_m']"
336,pearson,11718,-0.022,[-0.04 -0.  ],0.0,0.0,0.016247049230233953,0.208,0.671,generationtime_m,division_ratios__f_n_m,None,"['length_birth_m', 'phi_m']"
337,pearson,11718,-0.018,[-0.04 -0.  ],0.0,0.0,0.04729059807263016,0.083,0.51,generationtime_m,division_ratios__f_n_m,None,"['growth_length_m', 'phi_m']"
338,pearson,11718,-0.019,[-0.04 -0.  ],0.0,0.0,0.03742283135398279,0.101,0.548,generationtime_m,division_ratios__f_n_m,None,"['length_birth_m', 'growth_length_m', 'phi_m']"
339,pearson,11718,-0.104,[-0.12 -0.09],0.011,0.011,1.923402901628764e-29,4.196e+25,1.0,generationtime_m,division_ratios__f_n_m,['length_birth_m'],['growth_length_m']
340,pearson,11718,-0.007,[-0.03  0.01],0.0,-0.0,0.4216937573127997,0.016,0.127,generationtime_m,division_ratios__f_n_m,['length_birth_m'],['phi_m']
341,pearson,11718,-0.1,[-0.12 -0.08],0.01,0.01,3.048725949814757e-27,2.759e+23,1.0,generationtime_m,division_ratios__f_n_m,['length_birth_m'],"['length_birth_m', 'growth_length_m']"
342,pearson,11718,-0.024,[-0.04 -0.01],0.001,0.0,0.010483768798758508,0.306,0.726,generationtime_m,division_ratios__f_n_m,['length_birth_m'],"['length_birth_m', 'phi_m']"
343,pearson,11718,-0.005,[-0.02  0.01],0.0,-0.0,0.6012423087147376,0.013,0.082,generationtime_m,division_ratios__f_n_m,['length_birth_m'],"['growth_length_m', 'phi_m']"
344,pearson,11718,-0.02,[-0.04 -0.  ],0.0,0.0,0.026670079890903673,0.135,0.601,generationtime_m,division_ratios__f_n_m,['length_birth_m'],"['length_birth_m', 'growth_length_m', 'phi_m']"
345,pearson,11718,-0.021,[-0.04 -0.  ],0.0,0.0,0.021343831475921466,0.164,0.634,generationtime_m,division_ratios__f_n_m,['growth_length_m'],['phi_m']
346,pearson,11718,-0.106,[-0.12 -0.09],0.011,0.011,1.520225609433394e-30,5.206e+26,1.0,generationtime_m,division_ratios__f_n_m,['growth_length_m'],"['length_birth_m', 'growth_length_m']"
347,pearson,11718,-0.022,[-0.04 -0.  ],0.001,0.0,0.015289861649802445,0.219,0.679,generationtime_m,division_ratios__f_n_m,['growth_length_m'],"['length_birth_m', 'phi_m']"
348,pearson,11718,-0.021,[-0.04 -0.  ],0.0,0.0,0.024828024382666215,0.144,0.612,generationtime_m,division_ratios__f_n_m,['growth_length_m'],"['growth_length_m', 'phi_m']"
349,pearson,11718,-0.022,[-0.04 -0.  ],0.0,0.0,0.01855785886465227,0.185,0.653,generationtime_m,division_ratios__f_n_m,['growth_length_m'],"['length_birth_m', 'growth_length_m', 'phi_m']"
350,pearson,11718,-0.042,[-0.06 -0.02],0.002,0.002,6.054633183359155e-06,322.288,0.995,generationtime_m,division_ratios__f_n_m,['phi_m'],"['length_birth_m', 'growth_length_m']"
351,pearson,11718,-0.035,[-0.05 -0.02],0.001,0.001,0.00018668848202179646,12.437,0.962,generationtime_m,division_ratios__f_n_m,['phi_m'],"['length_birth_m', 'phi_m']"
352,pearson,11718,-0.028,[-0.05 -0.01],0.001,0.001,0.0020436110367297155,1.344,0.87,generationtime_m,division_ratios__f_n_m,['phi_m'],"['growth_length_m', 'phi_m']"
353,pearson,11718,-0.03,[-0.05 -0.01],0.001,0.001,0.0012150361788304477,2.169,0.899,generationtime_m,division_ratios__f_n_m,['phi_m'],"['length_birth_m', 'growth_length_m', 'phi_m']"
354,pearson,11718,-0.025,[-0.04 -0.01],0.001,0.0,0.007560236082508615,0.41,0.762,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'phi_m']"
355,pearson,11718,-0.004,[-0.02  0.01],0.0,-0.0,0.6984249201965829,0.012,0.067,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['growth_length_m', 'phi_m']"
356,pearson,11718,-0.024,[-0.04 -0.01],0.001,0.0,0.008931049609518234,0.353,0.744,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
357,pearson,11718,-0.031,[-0.05 -0.01],0.001,0.001,0.0008646427270005202,2.972,0.915,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['growth_length_m', 'phi_m']"
358,pearson,11718,-0.03,[-0.05 -0.01],0.001,0.001,0.0011985750053975567,2.197,0.9,generationtime_m,division_ratios__f_n_m,"['length_birth_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
359,pearson,11718,-0.067,[-0.09 -0.05],0.005,0.004,3.528844345963456e-13,3.523e+09,1.0,generationtime_m,division_ratios__f_n_m,"['growth_length_m', 'phi_m']","['length_birth_m', 'growth_length_m', 'phi_m']"
360,pearson,11718,0.685,[0.67 0.69],0.469,0.469,0.0,inf,1.0,generationtime_m,phi_m,None,['length_birth_m']
361,pearson,11718,0.836,[0.83 0.84],0.699,0.699,0.0,inf,1.0,generationtime_m,phi_m,None,['growth_length_m']
362,pearson,11718,0.755,[0.75 0.76],0.57,0.57,0.0,inf,1.0,generationtime_m,phi_m,None,['division_ratios__f_n_m']
363,pearson,11718,0.743,[0.73 0.75],0.552,0.552,0.0,inf,1.0,generationtime_m,phi_m,None,"['length_birth_m', 'growth_length_m']"
364,pearson,11718,0.679,[0.67 0.69],0.461,0.461,0.0,inf,1.0,generationtime_m,phi_m,None,"['length_birth_m', 'division_ratios__f_n_m']"
365,pearson,11718,0.826,[0.82 0.83],0.682,0.682,0.0,inf,1.0,generationtime_m,phi_m,None,"['growth_length_m', 'division_ratios__f_n_m']"
366,pearson,11718,0.737,[0.73 0.75],0.544,0.543,0.0,inf,1.0,generationtime_m,phi_m,None,"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
367,pearson,11718,0.766,[0.76 0.77],0.586,0.586,0.0,inf,1.0,generationtime_m,phi_m,None,None
368,pearson,11718,0.685,[0.67 0.69],0.469,0.469,0.0,inf,1.0,generationtime_m,phi_m,None,['length_birth_m']
369,pearson,11718,0.836,[0.83 0.84],0.699,0.699,0.0,inf,1.0,generationtime_m,phi_m,None,['growth_length_m']
370,pearson,11718,0.755,[0.75 0.76],0.57,0.57,0.0,inf,1.0,generationtime_m,phi_m,None,['division_ratios__f_n_m']
371,pearson,11718,0.743,[0.73 0.75],0.552,0.552,0.0,inf,1.0,generationtime_m,phi_m,None,"['length_birth_m', 'growth_length_m']"
372,pearson,11718,0.679,[0.67 0.69],0.461,0.461,0.0,inf,1.0,generationtime_m,phi_m,None,"['length_birth_m', 'division_ratios__f_n_m']"
373,pearson,11718,0.826,[0.82 0.83],0.682,0.682,0.0,inf,1.0,generationtime_m,phi_m,None,"['growth_length_m', 'division_ratios__f_n_m']"
374,pearson,11718,0.737,[0.73 0.75],0.544,0.543,0.0,inf,1.0,generationtime_m,phi_m,None,"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
375,pearson,11718,0.715,[0.71 0.72],0.512,0.512,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],['growth_length_m']
376,pearson,11718,0.63,[0.62 0.64],0.397,0.397,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],['division_ratios__f_n_m']
377,pearson,11718,0.791,[0.78 0.8 ],0.626,0.626,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['length_birth_m', 'growth_length_m']"
378,pearson,11718,0.723,[0.71 0.73],0.523,0.523,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['length_birth_m', 'division_ratios__f_n_m']"
379,pearson,11718,0.708,[0.7  0.72],0.501,0.501,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['growth_length_m', 'division_ratios__f_n_m']"
380,pearson,11718,0.785,[0.78 0.79],0.616,0.616,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
381,pearson,11718,0.638,[0.63 0.65],0.407,0.406,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],None
382,pearson,11718,0.729,[0.72 0.74],0.532,0.532,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],['length_birth_m']
383,pearson,11718,0.715,[0.71 0.72],0.512,0.512,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],['growth_length_m']
384,pearson,11718,0.63,[0.62 0.64],0.397,0.397,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],['division_ratios__f_n_m']
385,pearson,11718,0.791,[0.78 0.8 ],0.626,0.626,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['length_birth_m', 'growth_length_m']"
386,pearson,11718,0.723,[0.71 0.73],0.523,0.523,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['length_birth_m', 'division_ratios__f_n_m']"
387,pearson,11718,0.708,[0.7  0.72],0.501,0.501,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['growth_length_m', 'division_ratios__f_n_m']"
388,pearson,11718,0.785,[0.78 0.79],0.616,0.616,0.0,inf,1.0,generationtime_m,phi_m,['length_birth_m'],"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
389,pearson,11718,0.925,[0.92 0.93],0.856,0.856,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],['division_ratios__f_n_m']
390,pearson,11718,0.84,[0.83 0.85],0.706,0.706,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['length_birth_m', 'growth_length_m']"
391,pearson,11718,0.825,[0.82 0.83],0.681,0.681,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['length_birth_m', 'division_ratios__f_n_m']"
392,pearson,11718,0.934,[0.93 0.94],0.872,0.872,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['growth_length_m', 'division_ratios__f_n_m']"
393,pearson,11718,0.834,[0.83 0.84],0.696,0.695,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
394,pearson,11718,0.937,[0.94 0.94],0.879,0.879,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],None
395,pearson,11718,0.832,[0.83 0.84],0.691,0.691,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],['length_birth_m']
396,pearson,11718,0.946,[0.94 0.95],0.895,0.895,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],['growth_length_m']
397,pearson,11718,0.925,[0.92 0.93],0.856,0.856,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],['division_ratios__f_n_m']
398,pearson,11718,0.84,[0.83 0.85],0.706,0.706,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['length_birth_m', 'growth_length_m']"
399,pearson,11718,0.825,[0.82 0.83],0.681,0.681,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['length_birth_m', 'division_ratios__f_n_m']"
400,pearson,11718,0.934,[0.93 0.94],0.872,0.872,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['growth_length_m', 'division_ratios__f_n_m']"
401,pearson,11718,0.834,[0.83 0.84],0.696,0.695,0.0,inf,1.0,generationtime_m,phi_m,['growth_length_m'],"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
402,pearson,11718,0.736,[0.73 0.74],0.542,0.542,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['length_birth_m', 'growth_length_m']"
403,pearson,11718,0.685,[0.67 0.69],0.469,0.469,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['length_birth_m', 'division_ratios__f_n_m']"
404,pearson,11718,0.832,[0.83 0.84],0.693,0.693,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['growth_length_m', 'division_ratios__f_n_m']"
405,pearson,11718,0.743,[0.74 0.75],0.552,0.552,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
406,pearson,11718,0.754,[0.75 0.76],0.569,0.568,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],None
407,pearson,11718,0.678,[0.67 0.69],0.459,0.459,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],['length_birth_m']
408,pearson,11718,0.825,[0.82 0.83],0.681,0.681,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],['growth_length_m']
409,pearson,11718,0.761,[0.75 0.77],0.58,0.58,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],['division_ratios__f_n_m']
410,pearson,11718,0.736,[0.73 0.74],0.542,0.542,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['length_birth_m', 'growth_length_m']"
411,pearson,11718,0.685,[0.67 0.69],0.469,0.469,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['length_birth_m', 'division_ratios__f_n_m']"
412,pearson,11718,0.832,[0.83 0.84],0.693,0.693,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['growth_length_m', 'division_ratios__f_n_m']"
413,pearson,11718,0.743,[0.74 0.75],0.552,0.552,0.0,inf,1.0,generationtime_m,phi_m,['division_ratios__f_n_m'],"['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
414,pearson,11718,0.921,[0.92 0.92],0.848,0.848,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'division_ratios__f_n_m']"
415,pearson,11718,0.81,[0.8  0.82],0.657,0.657,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['growth_length_m', 'division_ratios__f_n_m']"
416,pearson,11718,0.926,[0.92 0.93],0.858,0.858,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
417,pearson,11718,0.811,[0.81 0.82],0.658,0.658,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']",None
418,pearson,11718,0.928,[0.93 0.93],0.861,0.861,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']",['length_birth_m']
419,pearson,11718,0.819,[0.81 0.82],0.67,0.67,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']",['growth_length_m']
420,pearson,11718,0.803,[0.8  0.81],0.645,0.645,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']",['division_ratios__f_n_m']
421,pearson,11718,0.933,[0.93 0.94],0.871,0.871,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m']"
422,pearson,11718,0.921,[0.92 0.92],0.848,0.848,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'division_ratios__f_n_m']"
423,pearson,11718,0.81,[0.8  0.82],0.657,0.657,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['growth_length_m', 'division_ratios__f_n_m']"
424,pearson,11718,0.926,[0.92 0.93],0.858,0.858,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'growth_length_m']","['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
425,pearson,11718,0.716,[0.71 0.72],0.513,0.513,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']","['growth_length_m', 'division_ratios__f_n_m']"
426,pearson,11718,0.789,[0.78 0.8 ],0.622,0.622,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']","['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
427,pearson,11718,0.632,[0.62 0.64],0.4,0.399,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']",None
428,pearson,11718,0.723,[0.71 0.73],0.523,0.523,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']",['length_birth_m']
429,pearson,11718,0.71,[0.7  0.72],0.505,0.504,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']",['growth_length_m']
430,pearson,11718,0.638,[0.63 0.65],0.407,0.407,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']",['division_ratios__f_n_m']
431,pearson,11718,0.785,[0.78 0.79],0.616,0.616,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']","['length_birth_m', 'growth_length_m']"
432,pearson,11718,0.727,[0.72 0.74],0.528,0.528,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']","['length_birth_m', 'division_ratios__f_n_m']"
433,pearson,11718,0.716,[0.71 0.72],0.513,0.513,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']","['growth_length_m', 'division_ratios__f_n_m']"
434,pearson,11718,0.789,[0.78 0.8 ],0.622,0.622,0.0,inf,1.0,generationtime_m,phi_m,"['length_birth_m', 'division_ratios__f_n_m']","['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
435,pearson,11718,0.844,[0.84 0.85],0.712,0.712,0.0,inf,1.0,generationtime_m,phi_m,"['growth_length_m', 'division_ratios__f_n_m']","['length_birth_m', 'growth_length_m', 'division_ratios__f_n_m']"
