,generationtime,length_birth,length_final,growth_rate,fold_growth,division_ratio
mean,0.5933333333333337,2.924446048420319,5.819120751386564,1.1369649139543099,0.6675565199543991,0.5060454458948017
std,0.15581025690946074,1.3775787004618791,2.250179483265575,0.1220737341484071,0.15486953308395457,0.053711154816471894
