,T,normed_fluor
0,0.0,0.8251635468303788
1,0.05008250825082509,0.7882738436600248
2,0.10016501650165018,0.805545032558459
3,0.15024752475247527,0.8101418780815351
4,0.20033003300330035,0.7233311749935885
5,0.25041254125412543,0.7191173404385401
6,0.30049504950495054,0.5409230046154869
7,0.3505775577557756,0.6300881721443568
8,0.4006600660066007,0.5910431845145887
9,0.4507425742574258,0.5532293290644362
10,0.5008250825082509,0.484635741310407
11,0.5509075907590759,0.5513367622867262
12,0.6009900990099011,0.576469135294083
13,0.6510726072607261,0.4788688026343069
14,0.7011551155115512,0.47654503618336536
15,0.7512376237623762,0.47450933110353133
16,0.8013201320132014,0.44874550758131815
17,0.8514026402640265,0.3442145682531118
18,0.9014851485148516,0.3957133020744158
19,0.9515676567656766,0.48422488797937263
20,1.0016501650165017,0.3533461494125567
21,1.0517326732673267,0.4210487815503725
22,1.1018151815181518,0.5004973213432854
23,1.151897689768977,0.4916698644566826
24,1.2019801980198022,0.45738306527408057
25,1.252062706270627,0.4003947455466276
26,1.3021452145214523,0.4420090835471908
27,1.3522277227722772,0.4347897016009093
28,1.4023102310231024,0.2897870320155289
29,1.4523927392739275,0.23373821356286514
30,1.5024752475247525,0.3170268577304676
31,1.5525577557755776,0.2695092248657459
32,1.6026402640264028,0.09147337633980757
33,1.6527227722772277,0.07468336058666819
34,1.702805280528053,0.1518363332450181
35,1.7528877887788779,0.010352153046263012
36,1.8029702970297032,0.3319935556600418
37,1.8530528052805282,0.0670934610403748
38,1.9031353135313531,0.04176547758522761
39,1.9532178217821783,-0.0970237046558303
40,2.0033003300330035,-0.08782680102933124
41,2.0533828382838286,-0.10156093896580233
42,2.1034653465346533,-0.06656237475967078
43,2.1535478547854785,-0.09988896937191444
44,2.2036303630363037,-0.014934423817746038
45,2.253712871287129,-0.151290611876067
46,2.303795379537954,-0.03973090370216327
47,2.353877887788779,0.03189357513250268
48,2.4039603960396043,-0.11776983462952038
49,2.454042904290429,0.03894304727376912
50,2.504125412541254,0.10956698580705425
51,2.5542079207920794,0.12138321327641184
52,2.6042904290429045,0.05850409205281621
53,2.6543729372937297,0.07404584186448976
54,2.7044554455445544,-0.1040539013150152
55,2.7545379537953796,0.030959428158291617
56,2.8046204620462047,0.059462154902943265
57,2.85470297029703,0.1382774594141403
58,2.904785478547855,0.0918446078465632
59,2.9548679867986802,0.15044956939526266
60,3.004950495049505,0.08478228538390907
61,3.05503300330033,0.1436738804902285
62,3.1051155115511553,0.23129343991885615
63,3.1551980198019804,0.15675479375615842
64,3.2052805280528056,0.29284719327265973
65,3.2553630363036303,0.27020671175440025
66,3.3054455445544555,0.27828206788645105
67,3.3555280528052807,-0.002978984533355085
68,3.405610561056106,0.022900134927975463
69,3.455693069306931,0.10489196749553636
70,3.5057755775577557,0.15520668698231305
71,3.555858085808581,0.1509446637220608
72,3.6059405940594065,0.03344810706704191
73,3.656023102310231,0.17510790832476217
74,3.7061056105610564,0.2253598040180879
75,3.756188118811881,0.12124650013498163
76,3.8062706270627062,0.2582245009671183
77,3.856353135313532,0.20958924709503898
78,3.9064356435643566,0.060775029404719454
79,3.9565181518151817,-0.02731535152141845
80,4.006600660066007,0.028086667421397985
81,4.056683168316831,-0.1869591775612181
82,4.106765676567657,-0.1751433070452324
83,4.156848184818482,-0.19661976361778982
84,4.206930693069307,-0.2810874247727133
85,4.257013201320132,-0.3596160957262904
86,4.307095709570957,-0.4543190378665131
87,4.357178217821783,-0.44483942716948477
88,4.407260726072607,-0.5379471446907739
89,4.4573432343234325,-0.5858178044402853
90,4.507425742574258,-0.5752255700831057
