,generationtime,length_birth,length_final,growth_rate,fold_growth,division_ratio
0,0.44999999999999996,2.7855933332751115,5.453758343452076,1.231232343418228,0.5540545545382025,0.4986058289148671
1,0.4500000000000002,2.719275699538295,4.6423811776793045,1.1796073619248115,0.5308233128661654,0.5128187610955101
2,0.3999999999999999,2.380700164070616,4.630998743195073,1.5699174339019393,0.6279669735607756,0.5183641787711403
3,0.44999999999999973,2.400543860406497,4.366792354116082,1.356836274670897,0.6105763236019033,0.5349312824164012
4,0.5999999999999996,2.335933834033451,5.294419211647116,1.3916648203668434,0.8349988922201055,0.4892572602102883
5,0.5,2.5903330378951828,5.005511484395351,1.3866217129705125,0.6933108564852563,0.5379849830016682
6,0.4499999999999993,2.6928900108470875,4.576848161692376,1.1689493386936216,0.5260272024121289,0.4920849071526182
7,0.6499999999999995,2.252197902698024,5.259288850806469,1.2596848157502296,0.8187951302376486,0.48936913167220814
8,0.40000000000000036,2.573733618132487,4.433533475073938,1.1239386303547254,0.44957545214189054,0.49416459168916854
9,0.5499999999999998,2.190895259450173,4.3965489240011095,1.232492021720849,0.6778706119464668,0.5245559564419783
10,0.5499999999999998,2.3062359258733527,4.899381952061432,1.3545157249925144,0.7449836487458826,0.5011327388035668
11,0.4500000000000002,2.455240696081311,4.490330084602627,1.3768381117487707,0.619577150286947,0.5310450568159208
12,0.4499999999999993,2.384567594900041,4.301274919333671,1.3706533953568791,0.6167940279105947,0.5722277652795801
13,0.6500000000000004,2.4613089349434127,6.021648919385392,1.344478194351818,0.8739108263286822,0.4992162674126405
14,0.3500000000000014,3.0061050972049355,5.126164462493945,1.4807717010792176,0.5182700953777283,0.49198246354239733
15,0.45000000000000107,2.52198302078126,4.7275949770293,1.351145359188604,0.6080154116348733,0.5217048196347597
16,0.5999999999999996,2.4664090847972666,6.068673571439212,1.5356348085886666,0.9213808851531994,0.5032512787480569
17,0.34999999999999964,3.0540677351313206,5.024564396278875,1.5216913244717223,0.5325919635651023,0.5017989983743757
18,0.40000000000000036,2.5213213813202895,4.293080615591405,1.2782621490911814,0.511304859636473,0.5241674448146625
19,0.5500000000000007,2.2502930966579053,4.54310325534641,1.26275397309909,0.6945146852045004,0.5252525842545528
20,0.5,2.3862767254059736,5.0185109331811635,1.385454176809632,0.692727088404816,0.5120315831286536
21,0.4499999999999993,2.569636098065208,4.817925698485667,1.4412429624507395,0.6485593331028318,0.54128458245273
22,0.5500000000000007,2.607868899993092,5.818319443206775,1.5135786099659285,0.8324682354812618,0.5073208722206157
23,0.34999999999999964,2.9517548947858283,4.595687250398546,1.3767177175116398,0.4818512011290735,0.5048520833283207
24,0.5500000000000007,2.320142282689108,5.297531148901965,1.4370575539300505,0.7903816546615288,0.49353948087910415
25,0.40000000000000036,2.61454077316996,4.5067890792266105,1.4044193897093424,0.5617677558837375,0.47198292587773544
26,0.5,2.127127495927201,4.148655265323724,1.3458009588737534,0.6729004794368767,0.4303679420747835
27,0.5999999999999996,1.785448228915086,4.175792570524959,1.3399966638049092,0.803997998282945,0.45060957582844
28,0.5500000000000007,1.8816521189518032,4.322933480585177,1.4387469135381763,0.7913108024459979,0.46141387893199803
29,0.5,1.9946615056418098,4.729199770886496,1.6362542814916352,0.8181271407458176,0.4998307804557249
30,0.5,2.3637996124132328,5.071744477899338,1.422193593131171,0.7110967965655856,0.47204963825175567
31,0.40000000000000213,2.3941151460977217,4.634326088778516,1.6000600140110337,0.6400240056044169,0.4783930519141421
32,0.5500000000000007,2.2170294011760836,4.702934868362782,1.387677416738676,0.7632225792062728,0.5146991919152265
33,0.5,2.4205967763762657,4.873796251758499,1.4905141261357358,0.7452570630678679,0.5394573127695221
34,0.5500000000000007,2.629205028959809,5.712000251231856,1.3783244584930558,0.7580784521711817,0.48027148610060955
35,0.3500000000000014,2.743310849266179,4.896117152625161,1.6345488148324734,0.572092085191368,0.4785084642779031
36,0.5,2.3428334996273654,4.6837833673611,1.4448539349653227,0.7224269674826613,0.49880245095894227
37,0.4499999999999993,2.3362826234004443,4.515413888150251,1.4939460129448021,0.6722757058251599,0.536573984465249
38,0.5499999999999972,2.422853621474502,5.508879013635556,1.4671099228203337,0.8069104575511794,0.4565272747467811
39,0.6000000000000014,2.514953523004776,6.550227317064101,1.6182023713167615,0.9709214227900592,0.485321631648536
40,0.3999999999999986,3.1789670091863615,4.91698440812308,1.0567407868706578,0.4226963147482616,0.5060795196969503
41,0.5500000000000007,2.4883851076203216,5.082683244501074,1.262720507379456,0.6944962790587017,0.4815933972656354
42,0.5500000000000007,2.4477866909443944,4.618795855815273,1.188055963250892,0.6534307797879915,0.5721841092191715
43,0.5500000000000007,2.642801592424863,5.239769668863421,1.158711303041627,0.6372912166728957,0.45647431016080536
44,0.5,2.391820244995942,5.296565171291243,1.6007651216202616,0.8003825608101308,0.48755299755084175
45,0.45000000000000284,2.582356225986433,5.256272960841665,1.5059306001154311,0.6776687700519483,0.5627357081872767
46,0.45000000000000284,2.957892487044868,5.7823813572546,1.457192208291001,0.6557364937309546,0.5299191250889211
47,0.45000000000000284,3.064194469766846,6.003445207409065,1.5117211211581647,0.6802745045211784,0.5217176389334108
48,0.3500000000000014,3.132103259075558,5.186720383198737,1.4967402743399283,0.5238590960189771,0.4783058132631344
49,0.5,2.480838511054348,5.4824847826627465,1.52718033911861,0.763590169559305,0.4724030308936357
50,0.5999999999999979,2.589942428158117,5.223599865235417,1.1608326161280127,0.6964995696768052,0.5236839895291019
51,0.4499999999999993,2.735515617130162,5.343114031514615,1.486232925491075,0.6688048164709828,0.5598037123223204
52,0.5500000000000007,2.991095070203361,5.927218045081389,1.2780941037935076,0.7029517570864301,0.5344026762720264
53,0.6999999999999993,3.167521186139343,8.32570032419252,1.4318098643518389,1.0022669050462862,0.5379855636779008
54,0.25,4.479106581923994,6.098946328549952,1.104143731912493,0.27603593297812323,0.47901387929254263
55,0.45000000000000284,2.921479940435723,5.50126947622163,1.3753723473007193,0.6189175562853276,0.4792999599631742
56,0.5500000000000043,2.6367582396996596,5.1185816909879795,1.200296743225543,0.6601632087740538,0.5060501111310534
57,0.5,2.590258833557842,4.922569543839687,1.308419643336441,0.6542098216682205,0.48819736897938604
58,0.45000000000000284,2.4031854999205917,4.420686052709502,1.4299361297697821,0.6434712583964061,0.5374721122166263
59,0.5,2.375995470196356,4.983230134317806,1.4830022750919345,0.7415011375459672,0.49080110609065386
60,0.44999999999999574,2.4457748618274566,4.886024574577578,1.562655054044693,0.7031947743201052,0.529046334053048
61,0.3999999999999986,2.5849333892733712,4.6181305363329415,1.4727361596596673,0.5890944638638649,0.5103141501010997
62,0.45000000000000284,2.3566973597046807,4.0572898710902185,1.2230091014803754,0.5503540956661724,0.5488000271056184
63,0.75,2.226640791229663,6.030853001472061,1.3309764546411416,0.9982323409808562,0.5294299799908544
64,0.29999999999999716,3.1929143838971377,5.423318181765645,1.725090216920393,0.517527065076113,0.5105657814236766
65,0.44999999999999574,2.76896068538241,5.454142720968401,1.4657296456585527,0.6595783405463425,0.48808238270716237
66,0.5499999999999972,2.6620709748751827,5.929456473139811,1.449362869820766,0.7971495784014171,0.5008421854513206
67,0.45000000000000284,2.9697219385458227,5.846909290853952,1.4388498293428158,0.6474824232042712,0.5067728626787714
68,0.30000000000000426,2.9630549591491624,5.098597248647202,1.8058403205252391,0.5417520961575795,0.5202861514641093
69,0.45000000000000284,2.6527295403641493,5.209787579216482,1.438729387326291,0.647428224296835,0.505804611786663
70,0.45000000000000284,2.635134583996572,5.073234738844744,1.4484572644575082,0.6518057690058828,0.5057427747329455
71,0.30000000000000426,2.5657518136949107,4.285920795002,1.8447148733548606,0.553414462006466,0.515364573887988
72,0.6000000000000014,2.2088117442338726,5.154695352941887,1.3738937216317195,0.8243362329790337,0.49425183453245913
73,0.45000000000000284,2.5477176346474693,5.154035135380715,1.5629349761680185,0.7033207392756128,0.4473857987867687
74,0.6000000000000014,2.3058421260173727,6.2033502837775645,1.5211894936651256,0.9127136961990775,0.4555246497662054
75,0.4000000000000057,2.825778965394866,5.123470464368528,1.488441641473703,0.5953766565894897,0.5446926035189564
76,0.5,2.79071646628937,6.024532088497846,1.5190945903229258,0.7595472951614629,0.5181093337188762
77,0.4000000000000057,3.1213663063396093,5.910312199888431,1.698769918857597,0.6795079675430485,0.5173777648234917
78,0.45000000000000284,3.057864115387291,5.289319093263077,1.2499144831097693,0.5624615173993998,0.528145913437285
79,0.5,2.7935322639727,4.98448271534997,1.2549775807640542,0.6274887903820271,0.4873434643564661
80,0.5500000000000043,2.4291550745235795,4.799402251941346,1.2886822091891383,0.7087752150540316,0.5012585321564068
81,0.45000000000000284,2.4057413280362723,4.755757890372221,1.5285646783800926,0.687854105271046,0.5313680641451896
82,0.45000000000000284,2.5270578637502976,4.739469735751368,1.343234107689602,0.6044553484603247,0.5079684787526304
83,0.3999999999999986,2.407501231763754,4.592649961936583,1.6237949458382797,0.6495179783353096,0.5035290306020723
84,0.5499999999999972,2.3125325832285717,3.9078091499566794,0.9378876050957586,0.5158381828026646,0.525896312889326
85,0.5499999999999972,2.055102423437389,4.681250705941781,1.4596070480539625,0.8027838764296752,0.5522477160475553
86,0.4000000000000057,2.5852100106023546,4.139266845224516,1.1550819570952269,0.4620327828380973,0.5233725842959542
87,0.6000000000000014,2.166378785875717,3.983372681628453,0.9919987419863936,0.5951992451918375,0.5015031151245144
88,0.5500000000000043,1.9976738085385597,4.803159662110856,1.4638200230693215,0.805101012688133,0.49029798852852197
